merchant_name,slug,mcc_code,mcc_description,category
Nordstrom - San Jose,nordstrom-san-jose,5311,Department Stores,retail
Nordstrom - Santa Ana,nordstrom-santa-ana,5311,Department Stores,retail
Nordstrom - Seattle,nordstrom-seattle,5311,Department Stores,retail
Nordstrom - St. Louis,nordstrom-st-louis,5311,Department Stores,retail
Nordstrom - St. Paul,nordstrom-st-paul,5311,Department Stores,retail
Nordstrom - Stockton,nordstrom-stockton,5311,Department Stores,retail
Nordstrom - Tampa,nordstrom-tampa,5311,Department Stores,retail
Nordstrom - Tucson,nordstrom-tucson,5311,Department Stores,retail
Nordstrom - Virginia Beach,nordstrom-virginia-beach,5311,Department Stores,retail
Nordstrom - Washington,nordstrom-washington,5311,Department Stores,retail
Nordstrom Rack,nordstrom-rack,5311,Department Stores,retail
NordVPN,nordvpn,5734,Computer Software Stores,software
Northgate Market,northgate-market,5411,"Grocery Stores, Supermarkets",retail
Norwegian Air Shuttle,norwegian-air-shuttle,4511,"Airlines, Air Carriers ( not listed elsewhere)",transportation
Notion,notion,5734,Computer Software Stores,software
Novotel,novotel,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
O'Reilly Auto Parts,oreilly-auto-parts,5533,"Automotive Parts, Accessories Stores",retail
Oberweis Dairy,oberweis-dairy,5451,Dairy Products Stores,retail
Ocean State Job Lot,ocean-state-job-lot,5331,Variety Stores,retail
Office Depot,office-depot,5943,"Stationery Stores, Office and School Supply Stores",office_supply
OfficeMax,officemax,5943,"Stationery Stores, Office and School Supply Stores",office_supply
Ola Cabs,ola-cabs,4121,Taxicabs and Limousines,transportation
Old Chicago Pizza + Taproom,old-chicago-pizza-taproom,5812,Eating places and Restaurants,dining
Old Country Buffet,old-country-buffet,5812,Eating places and Restaurants,dining
Old Navy,old-navy,5621,Women’s Ready-to-Wear Stores,apparel
Olive Garden,olive-garden,5812,Eating places and Restaurants,dining
Olive Garden - Albuquerque,olive-garden-albuquerque,5812,Eating places and Restaurants,dining
Olive Garden - Anaheim,olive-garden-anaheim,5812,Eating places and Restaurants,dining
Olive Garden - Anchorage,olive-garden-anchorage,5812,Eating places and Restaurants,dining
Olive Garden - Arlington,olive-garden-arlington,5812,Eating places and Restaurants,dining
Olive Garden - Atlanta,olive-garden-atlanta,5812,Eating places and Restaurants,dining
Olive Garden - Aurora,olive-garden-aurora,5812,Eating places and Restaurants,dining
Olive Garden - Austin,olive-garden-austin,5812,Eating places and Restaurants,dining
Olive Garden - Bakersfield,olive-garden-bakersfield,5812,Eating places and Restaurants,dining
Olive Garden - Baltimore,olive-garden-baltimore,5812,Eating places and Restaurants,dining
Olive Garden - Boston,olive-garden-boston,5812,Eating places and Restaurants,dining
Olive Garden - Charlotte,olive-garden-charlotte,5812,Eating places and Restaurants,dining
Olive Garden - Chicago,olive-garden-chicago,5812,Eating places and Restaurants,dining
Olive Garden - Cincinnati,olive-garden-cincinnati,5812,Eating places and Restaurants,dining
Olive Garden - Colorado Springs,olive-garden-colorado-springs,5812,Eating places and Restaurants,dining
Olive Garden - Columbus,olive-garden-columbus,5812,Eating places and Restaurants,dining
Olive Garden - Corpus Christi,olive-garden-corpus-christi,5812,Eating places and Restaurants,dining
Olive Garden - Dallas,olive-garden-dallas,5812,Eating places and Restaurants,dining
Olive Garden - Denver,olive-garden-denver,5812,Eating places and Restaurants,dining
Olive Garden - El Paso,olive-garden-el-paso,5812,Eating places and Restaurants,dining
Olive Garden - Fort Worth,olive-garden-fort-worth,5812,Eating places and Restaurants,dining
Olive Garden - Fresno,olive-garden-fresno,5812,Eating places and Restaurants,dining
Olive Garden - Honolulu,olive-garden-honolulu,5812,Eating places and Restaurants,dining
Olive Garden - Houston,olive-garden-houston,5812,Eating places and Restaurants,dining
Olive Garden - Indianapolis,olive-garden-indianapolis,5812,Eating places and Restaurants,dining
Olive Garden - Jacksonville,olive-garden-jacksonville,5812,Eating places and Restaurants,dining
Olive Garden - Kansas City,olive-garden-kansas-city,5812,Eating places and Restaurants,dining
Olive Garden - Las Vegas,olive-garden-las-vegas,5812,Eating places and Restaurants,dining
Olive Garden - Lexington,olive-garden-lexington,5812,Eating places and Restaurants,dining
Olive Garden - Long Beach,olive-garden-long-beach,5812,Eating places and Restaurants,dining
Olive Garden - Los Angeles,olive-garden-los-angeles,5812,Eating places and Restaurants,dining
Olive Garden - Louisville,olive-garden-louisville,5812,Eating places and Restaurants,dining
Olive Garden - Memphis,olive-garden-memphis,5812,Eating places and Restaurants,dining
Olive Garden - Mesa,olive-garden-mesa,5812,Eating places and Restaurants,dining
Olive Garden - Milwaukee,olive-garden-milwaukee,5812,Eating places and Restaurants,dining
Olive Garden - Minneapolis,olive-garden-minneapolis,5812,Eating places and Restaurants,dining
Olive Garden - Nashville,olive-garden-nashville,5812,Eating places and Restaurants,dining
Olive Garden - New Orleans,olive-garden-new-orleans,5812,Eating places and Restaurants,dining
Olive Garden - New York,olive-garden-new-york,5812,Eating places and Restaurants,dining
Olive Garden - Oklahoma City,olive-garden-oklahoma-city,5812,Eating places and Restaurants,dining
Olive Garden - Omaha,olive-garden-omaha,5812,Eating places and Restaurants,dining
Olive Garden - Philadelphia,olive-garden-philadelphia,5812,Eating places and Restaurants,dining
Olive Garden - Phoenix,olive-garden-phoenix,5812,Eating places and Restaurants,dining
Olive Garden - Pittsburgh,olive-garden-pittsburgh,5812,Eating places and Restaurants,dining
Olive Garden - Portland,olive-garden-portland,5812,Eating places and Restaurants,dining
Olive Garden - Raleigh,olive-garden-raleigh,5812,Eating places and Restaurants,dining
Olive Garden - Riverside,olive-garden-riverside,5812,Eating places and Restaurants,dining
Olive Garden - Sacramento,olive-garden-sacramento,5812,Eating places and Restaurants,dining
Olive Garden - San Antonio,olive-garden-san-antonio,5812,Eating places and Restaurants,dining
Olive Garden - San Diego,olive-garden-san-diego,5812,Eating places and Restaurants,dining
Olive Garden - San Francisco,olive-garden-san-francisco,5812,Eating places and Restaurants,dining
Olive Garden - San Jose,olive-garden-san-jose,5812,Eating places and Restaurants,dining
Olive Garden - Santa Ana,olive-garden-santa-ana,5812,Eating places and Restaurants,dining
Olive Garden - Seattle,olive-garden-seattle,5812,Eating places and Restaurants,dining
Olive Garden - St. Louis,olive-garden-st-louis,5812,Eating places and Restaurants,dining
Olive Garden - St. Paul,olive-garden-st-paul,5812,Eating places and Restaurants,dining
Olive Garden - Stockton,olive-garden-stockton,5812,Eating places and Restaurants,dining
Olive Garden - Tampa,olive-garden-tampa,5812,Eating places and Restaurants,dining
Olive Garden - Tucson,olive-garden-tucson,5812,Eating places and Restaurants,dining
Olive Garden - Virginia Beach,olive-garden-virginia-beach,5812,Eating places and Restaurants,dining
Olive Garden - Washington,olive-garden-washington,5812,Eating places and Restaurants,dining
Ollie's Bargain Outlet,ollies-bargain-outlet,5331,Variety Stores,retail
Olympic Air,olympic-air,4511,"Airlines, Air Carriers ( not listed elsewhere)",transportation
Omaha Metro,omaha-metro,4111,"Local/Suburban Commuter Passenger Transportation – Railroads, Feries, Local Water Transportation.",transportation
Omaha Steaks,omaha-steaks,5422,Meat Provisioners – Freezer and Locker,retail
Oman Air,oman-air,4511,"Airlines, Air Carriers ( not listed elsewhere)",transportation
Omni Hotels & Resorts,omni-hotels-resorts,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
Omnicare,omnicare,5912,Drug Stores and Pharmacies,pharmacy
On the Border Mexican Grill,on-the-border-mexican-grill,5812,Eating places and Restaurants,dining
One Medical,one-medical,8099,Medical Services and Health Practitioners (Not Elsewhere Classified),healthcare
One&Only Resorts,oneonly-resorts,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
OnTrac,ontrac,4215,"Courier Services – Air or Ground, Freight forwarders",transportation
Optimum,optimum,4816,Computer Network Services,utilities
Optimum TV,optimum-tv,4899,Cable and other pay television (previously Cable Services),utilities
Oracle Park,oracle-park,7922,"Theatrical Producers (Except Motion Pictures), Ticket Agencies",entertainment
Orange Julius,orange-julius,5814,Fast Food Restaurants,dining
Orange Theory Fitness,orange-theory-fitness,7997,"Membership Clubs (Sports, Recreation, Athletic), Country Clubs, and Private Golf Courses",entertainment
Orangetheory Fitness,orangetheory,7997,"Membership Clubs (Sports, Recreation, Athletic), Country Clubs, and Private Golf Courses",entertainment
Orbitz,orbitz,4722,Travel Agencies and Tour Operations,transportation
Organic Valley,organic-valley,5451,Dairy Products Stores,retail
Orient-Express Hotels,orient-express-hotels,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
Original Pancake House,original-pancake-house,5812,Eating places and Restaurants,dining
Oscar Health,oscar-health,8099,Medical Services and Health Practitioners (Not Elsewhere Classified),healthcare
Osco Drug,osco-drug,5912,Drug Stores and Pharmacies,pharmacy
OurBus,ourbus,4131,"Bus Lines, Including Charters, Tour Buses",transportation
Outback Steakhouse,outback-steakhouse,5812,Eating places and Restaurants,dining
Outback Steakhouse - Albuquerque,outback-steakhouse-albuquerque,5812,Eating places and Restaurants,dining
Outback Steakhouse - Anaheim,outback-steakhouse-anaheim,5812,Eating places and Restaurants,dining
Outback Steakhouse - Anchorage,outback-steakhouse-anchorage,5812,Eating places and Restaurants,dining
Outback Steakhouse - Arlington,outback-steakhouse-arlington,5812,Eating places and Restaurants,dining
Outback Steakhouse - Atlanta,outback-steakhouse-atlanta,5812,Eating places and Restaurants,dining
Outback Steakhouse - Aurora,outback-steakhouse-aurora,5812,Eating places and Restaurants,dining
Outback Steakhouse - Austin,outback-steakhouse-austin,5812,Eating places and Restaurants,dining
Outback Steakhouse - Bakersfield,outback-steakhouse-bakersfield,5812,Eating places and Restaurants,dining
Outback Steakhouse - Baltimore,outback-steakhouse-baltimore,5812,Eating places and Restaurants,dining
Outback Steakhouse - Boston,outback-steakhouse-boston,5812,Eating places and Restaurants,dining
Outback Steakhouse - Charlotte,outback-steakhouse-charlotte,5812,Eating places and Restaurants,dining
Outback Steakhouse - Chicago,outback-steakhouse-chicago,5812,Eating places and Restaurants,dining
Outback Steakhouse - Cincinnati,outback-steakhouse-cincinnati,5812,Eating places and Restaurants,dining
Outback Steakhouse - Colorado Springs,outback-steakhouse-colorado-springs,5812,Eating places and Restaurants,dining
Outback Steakhouse - Columbus,outback-steakhouse-columbus,5812,Eating places and Restaurants,dining
Outback Steakhouse - Corpus Christi,outback-steakhouse-corpus-christi,5812,Eating places and Restaurants,dining
Outback Steakhouse - Dallas,outback-steakhouse-dallas,5812,Eating places and Restaurants,dining
Outback Steakhouse - Denver,outback-steakhouse-denver,5812,Eating places and Restaurants,dining
Outback Steakhouse - El Paso,outback-steakhouse-el-paso,5812,Eating places and Restaurants,dining
Outback Steakhouse - Fort Worth,outback-steakhouse-fort-worth,5812,Eating places and Restaurants,dining
Outback Steakhouse - Fresno,outback-steakhouse-fresno,5812,Eating places and Restaurants,dining
Outback Steakhouse - Honolulu,outback-steakhouse-honolulu,5812,Eating places and Restaurants,dining
Outback Steakhouse - Houston,outback-steakhouse-houston,5812,Eating places and Restaurants,dining
Outback Steakhouse - Indianapolis,outback-steakhouse-indianapolis,5812,Eating places and Restaurants,dining
Outback Steakhouse - Jacksonville,outback-steakhouse-jacksonville,5812,Eating places and Restaurants,dining
Outback Steakhouse - Kansas City,outback-steakhouse-kansas-city,5812,Eating places and Restaurants,dining
Outback Steakhouse - Las Vegas,outback-steakhouse-las-vegas,5812,Eating places and Restaurants,dining
Outback Steakhouse - Lexington,outback-steakhouse-lexington,5812,Eating places and Restaurants,dining
Outback Steakhouse - Long Beach,outback-steakhouse-long-beach,5812,Eating places and Restaurants,dining
Outback Steakhouse - Los Angeles,outback-steakhouse-los-angeles,5812,Eating places and Restaurants,dining
Outback Steakhouse - Louisville,outback-steakhouse-louisville,5812,Eating places and Restaurants,dining
Outback Steakhouse - Memphis,outback-steakhouse-memphis,5812,Eating places and Restaurants,dining
Outback Steakhouse - Mesa,outback-steakhouse-mesa,5812,Eating places and Restaurants,dining
Outback Steakhouse - Milwaukee,outback-steakhouse-milwaukee,5812,Eating places and Restaurants,dining
Outback Steakhouse - Minneapolis,outback-steakhouse-minneapolis,5812,Eating places and Restaurants,dining
Outback Steakhouse - Nashville,outback-steakhouse-nashville,5812,Eating places and Restaurants,dining
Outback Steakhouse - New Orleans,outback-steakhouse-new-orleans,5812,Eating places and Restaurants,dining
Outback Steakhouse - New York,outback-steakhouse-new-york,5812,Eating places and Restaurants,dining
Outback Steakhouse - Oklahoma City,outback-steakhouse-oklahoma-city,5812,Eating places and Restaurants,dining
Outback Steakhouse - Omaha,outback-steakhouse-omaha,5812,Eating places and Restaurants,dining
Outback Steakhouse - Philadelphia,outback-steakhouse-philadelphia,5812,Eating places and Restaurants,dining
Outback Steakhouse - Phoenix,outback-steakhouse-phoenix,5812,Eating places and Restaurants,dining
Outback Steakhouse - Pittsburgh,outback-steakhouse-pittsburgh,5812,Eating places and Restaurants,dining
Outback Steakhouse - Portland,outback-steakhouse-portland,5812,Eating places and Restaurants,dining
Outback Steakhouse - Raleigh,outback-steakhouse-raleigh,5812,Eating places and Restaurants,dining
Outback Steakhouse - Riverside,outback-steakhouse-riverside,5812,Eating places and Restaurants,dining
Outback Steakhouse - Sacramento,outback-steakhouse-sacramento,5812,Eating places and Restaurants,dining
Outback Steakhouse - San Antonio,outback-steakhouse-san-antonio,5812,Eating places and Restaurants,dining
Outback Steakhouse - San Diego,outback-steakhouse-san-diego,5812,Eating places and Restaurants,dining
Outback Steakhouse - San Francisco,outback-steakhouse-san-francisco,5812,Eating places and Restaurants,dining
Outback Steakhouse - San Jose,outback-steakhouse-san-jose,5812,Eating places and Restaurants,dining
Outback Steakhouse - Santa Ana,outback-steakhouse-santa-ana,5812,Eating places and Restaurants,dining
Outback Steakhouse - Seattle,outback-steakhouse-seattle,5812,Eating places and Restaurants,dining
Outback Steakhouse - St. Louis,outback-steakhouse-st-louis,5812,Eating places and Restaurants,dining
Outback Steakhouse - St. Paul,outback-steakhouse-st-paul,5812,Eating places and Restaurants,dining
